gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,1,1,-1.2419671042985652,0,0,-1.1907427278329419,-0.9907495956542377,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,0,1,0,0.9998913288063985,1,0,-1.4950645009544015,-0.5180011410521647,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,1,1,-0.5082679807369407,1,0,-1.4800978563746574,-0.815110642800491,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,0,0,-1.2827281667186554,1,1,-0.3193514211900738,-0.9861141576626219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,0,1,1,1.2852187657470302,1,0,-1.3287684500683579,-0.3061395513210773,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,1,0,0,1.5297851402675717,0,1,-0.6519435229621608,0.4306522806891293,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,1
1,1,1,0,0.3477143300849545,1,1,0.987735538774228,0.6897953379346977,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
1,0,1,1,-0.4267458558967602,1,0,-1.4934015404455407,-0.8191280223932246,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,0,0,0,-0.5490290431570309,1,0,-1.5033793034987035,-0.8523928083616292,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,1,0,0,-1.2827281667186554,1,1,0.670110081581885,-0.9729804166863771,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
1,0,0,0,-1.1604449794583847,0,1,-0.8248914158836461,-0.9387885431196493,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0
1,0,1,1,1.570546202687662,1,1,0.06645541686554692,1.0859045510753897,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0
1,1,0,0,-1.1196839170382944,1,0,-1.4900756194278202,-0.9689409635793976,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
1,0,0,1,0.021625830724232544,1,1,-1.4867496984100992,-0.7093564360489135,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,1,1,-0.22294054379630893,1,0,0.31756245370347297,-0.1397714744505621,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0,0,0,-1.2827281667186554,1,1,0.6850767261616291,-0.9727817550581651,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
1,0,1,1,1.6113072651077522,1,1,0.5304213988376084,1.518479209750126,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0
1,0,1,1,0.22543114282468377,1,1,0.9993762623362513,0.5859615269225041,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,0
0,0,0,0,-1.0789228546182041,1,0,-0.32267734220779476,-0.8679546359049108,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,1,1,0,1.2852187657470302,1,0,1.0692206037083893,1.8285458643607306,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,0
1,0,0,0,-1.2419671042985652,0,1,-0.8132506923216231,-0.976445958422966,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,1
1,1,1,0,-1.0381617921981139,0,0,-1.1657983202000353,-0.9131832665945335,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,0,0,0,-1.2827281667186554,0,1,-0.6502805624533005,-0.9905067869975339,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1
1,0,0,0,-1.2419671042985652,1,1,-1.4950645009544015,-0.9956278423025572,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0,-1.2827281667186554,1,0,-0.6552694439798817,-0.9905730075402713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,1,1,1,-0.8751175425177529,1,1,0.34416982184523986,-0.6682334790090078,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,0,1,1,-0.5490290431570309,1,1,-0.5288844453064885,-0.588636386638691,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0,0,0,-1.0789228546182041,1,0,-1.5067052245164245,-0.9555644139464493,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,0,-0.9566396673579334,1,1,0.36246238744270454,-0.7209450310279529,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
0,0,0,0,-1.2827281667186554,0,1,-0.9679060196456435,-0.9947228282184798,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,0,0,1.2036966409068497,1,1,1.6695493474070064,2.138700813028318,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0
1,0,0,1,-1.0381617921981139,1,0,-1.510031145534145,-0.9501343294419851,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,0,0,0,-0.7935954176775724,1,0,-1.4917385799366805,-0.8919926929185755,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1,0,0,1,-0.3859847934766699,1,1,-0.3176884606812135,-0.4435692510153625,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,0,0,0,-0.9974007297780236,1,1,1.1573575106779928,-0.648279022130814,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,-0.9974007297780236,1,0,1.1972685628906428,-0.648698418901484,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,1,-1.1604449794583847,1,0,-1.4800978563746574,-0.9767991346508987,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,0,1,0,-0.9158786049378431,1,1,0.69006560768821,-0.6512147995255041,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,1,1,1.0406523912264887,1,1,0.9311948814729731,1.3315165440882892,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,1,1,0.30695326766486425,0,1,-0.465691945969792,-0.1114290821589684,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,0,0,-0.9974007297780236,1,1,0.7382914624451627,-0.6740608867698962,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,1,0,1.0406523912264887,1,0,-0.48398451156725697,0.26028889774012637,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
0,0,0,0,-1.2419671042985652,1,1,0.19616633655666102,-0.9456534060500897,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,1,1.2036966409068497,1,0,-1.481760816883518,-0.4382936811106188,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,1,0,-0.4267458558967602,1,1,-0.3376439867875385,-0.4901222925597325,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0
1,0,1,0,1.4482630154273912,1,1,1.178975997293178,1.9713394280167431,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,0
0,1,1,1,1.3259798281671205,1,1,1.2987091539311295,1.9769681741494194,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,0
0,0,1,0,-1.201206041878475,1,1,-1.4950645009544015,-0.9903081253693219,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,1,1,0,0.18467008040459354,1,0,0.8364061324679285,0.4780220422605936,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0
1,1,1,0,0.3477143300849545,1,1,0.6285360688603742,0.43466966028186316,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
1,0,0,1,-1.1604449794583847,1,1,-0.5139178007267448,-0.9290982703657477,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,0,0,-0.4267458558967602,1,1,-0.19296642251668086,-0.45712238876227723,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,0,1,0,1.2852187657470302,1,1,1.3436090876703612,2.001822951190178,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0
0,0,1,1,0.755324954285857,0,1,-0.28941813203058603,0.26929489155240827,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0
0,0,0,0,-1.2419671042985652,1,0,-1.5116941060430058,-0.9835536300101102,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-0.3859847934766699,0,1,-0.6619212860153233,-0.5704257373859146,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
1,0,0,0,-0.9566396673579334,1,1,0.11301831111363929,-0.7557991100220546,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0
0,0,1,1,0.5515196421854057,1,0,1.1573575106779928,1.0335903223128686,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,0
0,0,0,0,-1.201206041878475,1,0,-0.6735620095773465,-0.956336986945052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,0,1,-0.05989629411594795,1,0,-1.4884126589189595,-0.7503690255175903,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,0,-0.1006573565360382,1,1,0.972768894194484,0.2275759496278662,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1
0,0,1,1,0.8368470791260375,1,0,-1.5067052245164245,-0.5655474907375951,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1,1,1,1,0.7145638918657667,1,1,0.3425068613363795,0.6769926996721398,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
1,0,1,1,1.570546202687662,1,1,1.6346271767209373,2.598911511538783,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,1,0,0,-0.2637016062163992,1,1,0.6967174497236519,-0.04207410039869783,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
1,0,0,0,-0.34522373105657966,1,1,0.8546986980653932,-0.002827392069684116,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,0,1,1,-0.4267458558967602,1,0,-1.4867496984100992,-0.8251320182680792,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,0,-0.1821794813762187,1,1,0.5237695568021665,-0.019426674782517958,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
1,1,1,0,0.021625830724232544,1,1,1.1889537603463405,0.43321280834164094,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
0,0,1,1,-1.201206041878475,1,0,-0.6835397726305091,-0.9511276375830455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
0,1,1,0,0.38847539250504476,1,1,1.0043651438628323,0.7308741479461119,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,1,0,0.6738028294456765,1,0,-1.4684571328126343,-0.5548859833568788,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,1,-0.8751175425177529,1,1,-1.4917385799366805,-0.923822700461004,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,1,0,0,-1.201206041878475,1,1,0.18119969197691702,-0.9065391388065508,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,0,0,-0.5897901055771212,1,1,0.6767619236173268,-0.3245047151735741,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,0,0,-1.2419671042985652,1,0,0.13629975823768548,-0.9576393242855534,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,0,0,1.3259798281671205,1,1,1.0193317884425763,1.7062365219248115,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,0
1,0,1,1,-1.2419671042985652,1,0,0.16955896841489418,-0.9469778169048371,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,0,0,0,-1.2419671042985652,1,1,0.2793143619996828,-0.952650710066005,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
1,0,0,0,-1.2419671042985652,1,1,0.5354102803641899,-0.9349477516408818,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,1,1,1,1.6113072651077522,1,1,0.7715506726223714,1.8262281453649227,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,0,0,-1.0381617921981139,1,1,0.972768894194484,-0.7009022800927762,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,1,0,0.918369203966218,1,1,1.2903943513868275,1.4955669019629965,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,0
0,0,0,0,-0.7935954176775724,1,0,0.8164506063616035,-0.5106065137798251,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,1
0,0,1,1,-0.4267458558967602,1,1,0.508802912222423,-0.21998662521976095,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
1,0,0,1,-1.2827281667186554,1,0,-1.5000533824809827,-1.0017863527771325,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,-1.2419671042985652,1,0,1.1756500762754574,-0.9228735393484351,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
1,0,1,1,0.06238689314432279,1,1,0.46889186000977245,0.15815474732485832,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0
0,0,0,0,-0.9974007297780236,1,0,-0.5139178007267448,-0.8302751470873482,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
0,0,1,1,0.8776081415461278,1,1,-1.3337573315949391,-0.41798604800449246,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,1,0,0,-1.2827281667186554,1,0,0.4522622549211681,-0.9758720470525757,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,1,-1.2827281667186554,1,0,-1.4900756194278202,-1.0016539116916576,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,1.081413453646579,1,1,1.1507056686425507,1.4721910503767055,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0
1,0,1,1,-0.9566396673579334,1,0,-1.505042264007564,-0.9233591566618423,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,1,-1.2827281667186554,1,1,-1.4751089748480761,-1.0014552500634455,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
0,0,1,0,0.9591302663863083,1,1,0.69006560768821,1.153935121980913,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0,0,1,-1.2827281667186554,1,0,-1.3121388449797535,-0.9992920456673582,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,0,1.570546202687662,1,1,1.135739024062807,2.0774026639677614,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,0
1,0,1,1,1.6113072651077522,0,1,-0.312699579154632,0.8344872238158476,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0
1,0,0,1,-1.2827281667186554,1,1,0.8646764611185557,-0.9703978155196198,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,-0.14141841895612844,1,1,0.04151100923264039,-0.16634798560249253,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,0,1,0,1.4482630154273912,1,0,-0.02500741112177701,0.8994054292127146,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0
0,0,0,0,-0.8343564800976626,1,1,1.159020471186853,-0.46376651655025986,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1
1,1,0,0,-0.6713122304173017,1,1,0.7233248178654187,-0.44498195592709305,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,1,0,0,-0.7528343552574821,1,1,0.5154547542578644,-0.5433856824348225,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
1,0,0,1,0.8776081415461278,1,1,-0.1281109626711238,0.43886362798856315,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,0
1,0,0,0,-1.2827281667186554,1,1,-0.5056029981824426,-0.9885863912581503,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
0,1,1,0,-0.9974007297780236,1,1,0.6368508714046763,-0.739707518136874,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,0,0,0,1.1629355784867594,1,0,0.7183359363388377,1.2742357746204656,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,1,1,1.24445770332694,1,1,-0.47234378800523386,0.4115807643807673,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0,0,0,1,0.30695326766486425,1,1,-0.02500741112177701,0.07566602458834311,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
0,1,1,0,0.7145638918657667,1,0,1.4600163232905916,1.387517049729857,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0
1,0,0,0,0.30695326766486425,1,1,-0.098177673511636,0.15811060029636678,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,0,1,0,-1.0789228546182041,1,0,-1.322116608032916,-0.9350139721836193,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,0,-1.2827281667186554,1,1,-1.4834237773923784,-1.0015656176346746,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,1,0.021625830724232544,1,0,-1.4884126589189595,-0.7547175078240108,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,1,0,-0.8343564800976626,1,0,0.4655659389920513,-0.6234463186043009,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0
0,0,0,0,-1.2827281667186554,1,0,1.0243206699691578,-0.9682787581520239,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1
1,0,0,1,-0.5490290431570309,1,0,-1.463468251286053,-0.8041180327060877,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,0.5107585797653155,1,1,0.7449433044806045,0.7296380311483477,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1
1,0,0,0,1.1221745160666692,0,0,-0.83985806046339,0.05983931487411211,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
0,1,1,0,-1.2419671042985652,1,0,-0.48897339309383825,-0.9596921611104119,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1
1,0,1,0,-1.201206041878475,0,0,-0.9895245062608291,-0.9658727450992329,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,0,0,0,-1.2419671042985652,1,0,0.4705548205186328,-0.947088184476066,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,1,1,1.3259798281671205,1,0,-1.4950645009544015,-0.43986090062206995,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,0,-0.5082679807369407,0,1,-1.3437350946481017,-0.7973635373468762,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,0,-0.7528343552574821,1,0,-1.4784348958657971,-0.8814194795948423,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,1,0.5515196421854057,1,1,-1.4850867379012387,-0.6371981179794278,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1,0,1,1,-1.1196839170382944,1,0,-1.4884126589189595,-0.9729362696578856,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,0,-1.1604449794583847,1,1,0.508802912222423,-0.869301120273904,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,0,0,-0.2637016062163992,1,0,0.33751797980979803,-0.16802557268517263,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0
0,0,1,0,1.570546202687662,1,1,-1.4618052907771928,-0.3513019614679625,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,1,0,-1.2827281667186554,1,0,0.34915870337182087,-0.9772406049358145,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
0,1,0,0,-1.0381617921981139,1,1,0.6484915949666992,-0.7413630317053082,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
0,0,0,0,1.6113072651077522,1,1,1.4184423105690807,2.4566697857389155,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,0,0,-1.2419671042985652,1,1,-0.6552694439798817,-0.967020567840014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,1,0,0,0.22543114282468377,1,0,-1.4850867379012387,-0.6856274082346898,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,0,0.26619220524477405,1,1,-0.5006141166558613,-0.14030123879246098,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
0,1,1,0,0.7145638918657667,1,1,1.1906167208552014,1.2806150202374986,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,0
0,0,0,0,-0.4267458558967602,0,1,-0.4823215510583964,-0.5253957683245041,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,1,0,0,1.24445770332694,1,1,0.8231024483970448,1.434710223187355,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
0,0,0,0,-0.8343564800976626,1,1,0.9760948152122051,-0.548683325853812,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,1,1,0,-0.8751175425177529,1,1,0.17787377095919635,-0.6420101440850098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,1,1,1,1.570546202687662,1,1,1.3386202061437797,2.321756466668651,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1
0,0,1,1,-0.8343564800976626,1,0,-1.5116941060430058,-0.9230501274624014,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
1,0,0,0,-0.9158786049378431,1,0,1.1207723794830629,-0.5652605350523999,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,1,1,0,0.755324954285857,1,1,0.4206660052528198,0.6703264983699114,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,0,-1.0789228546182041,1,0,-0.4823215510583964,-0.8716409127839577,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,0,0,-0.8751175425177529,1,1,0.8097987643261616,-0.5733173677521131,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
0,0,1,1,1.4890240778474815,1,0,0.6518175159844203,1.5714777174542667,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
0,0,0,0,0.30695326766486425,1,0,-1.4867496984100992,-0.6551880320897462,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,1,-0.5490290431570309,1,0,-1.3054870029443117,-0.7959949794636372,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,0,0.5107585797653155,1,1,1.6895048735133318,1.2522505544316591,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0
1,0,0,1,-0.3044626686364894,1,0,-1.4651312117949136,-0.8073407657859729,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,-0.05989629411594795,1,0,0.8131246853438823,0.23576522341305417,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0
1,0,1,1,1.24445770332694,1,0,-1.3171277265063348,-0.3160505592174368,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,1,0,0,-0.8751175425177529,1,1,0.4755437020452143,-0.6451004360794204,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
1,0,1,1,-0.3044626686364894,1,0,-0.3725661574736078,-0.4121144932151125,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,0
0,0,1,1,0.3477143300849545,1,1,0.9993762623362513,0.6882722654517383,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
1,0,0,0,-0.6305511679972114,1,0,-1.4551534487417508,-0.8402965225549367,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,-0.2637016062163992,1,1,-1.4701200933214948,-0.7476098362368666,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,0,-0.712073292837392,1,0,0.7748765936400926,-0.39659681270032254,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
